,Country,Target Year,Target Score,Population lag 3 years,Population lag 2 years,Population lag 1 year,Population Current,Life Ex lag 3 years,Life Ex lag 2 years,Life Ex lag 1 year,Life Ex Current,GDP lag 3 years,GDP lag 2 years,GDP lag 1 year,GDP Current,GDP_cap lag 3 years,GDP_cap lag 2 years,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 3 years,CO2 lag 2 years,CO2 lag 1 year,CO2 Current,Happy lag 3 years,Happy lag 2 years,Happy lag 1 year
163,Denmark,2008,7.77051544189453,5421701.0,5444293.0,5469920.0,5497731.0,76.9,77.0,77.0,77.3,264467000000.0,282885000000.0,319423000000.0,353361000000.0,48799.8256,52026.99951,58487.05497,64322.0635,3457274966.0,3516703727.0,3571359728.0,3622579558.0,7.83423328399658,7.97089195251465,7.68335866928101
164,Denmark,2009,7.78823184967041,5444293.0,5469920.0,5497731.0,5526389.0,77.0,77.0,77.3,77.7,282885000000.0,319423000000.0,353361000000.0,321241000000.0,52026.99951,58487.05497,64322.0635,58163.27688,3516703727.0,3571359728.0,3622579558.0,3671395565.0,7.97089195251465,7.68335866928101,7.77051544189453
165,Denmark,2010,7.51990938186646,5469920.0,5497731.0,5526389.0,5554849.0,77.0,77.3,77.7,78.1,319423000000.0,353361000000.0,321241000000.0,321995000000.0,58487.05497,64322.0635,58163.27688,58041.39844,3571359728.0,3622579558.0,3671395565.0,3720566069.0,7.68335866928101,7.77051544189453,7.78823184967041
166,Denmark,2011,7.58860683441162,5497731.0,5526389.0,5554849.0,5582980.0,77.3,77.7,78.1,78.1,353361000000.0,321241000000.0,321995000000.0,344003000000.0,64322.0635,58163.27688,58041.39844,61753.64713,3622579558.0,3671395565.0,3720566069.0,3764781246.0,7.77051544189453,7.78823184967041,7.51990938186646
167,Denmark,2012,7.50755929946899,5526389.0,5554849.0,5582980.0,5610909.0,77.7,78.1,78.1,78.4,321241000000.0,321995000000.0,344003000000.0,327149000000.0,58163.27688,58041.39844,61753.64713,58507.50805,3671395565.0,3720566069.0,3764781246.0,3804621405.0,7.78823184967041,7.51990938186646,7.58860683441162
168,Denmark,2013,7.5144248008728,5554849.0,5582980.0,5610909.0,5638152.0,78.1,78.1,78.4,78.8,321995000000.0,344003000000.0,327149000000.0,343584000000.0,58041.39844,61753.64713,58507.50805,61191.1937,3720566069.0,3764781246.0,3804621405.0,3846367301.0,7.51990938186646,7.58860683441162,7.50755929946899
169,Denmark,2014,7.5577826499939,5582980.0,5610909.0,5638152.0,5664199.0,78.1,78.4,78.8,78.9,344003000000.0,327149000000.0,343584000000.0,352994000000.0,61753.64713,58507.50805,61191.1937,62548.98473,3764781246.0,3804621405.0,3846367301.0,3883910718.0,7.58860683441162,7.50755929946899,7.5144248008728
170,Denmark,2015,7.59370231628418,5610909.0,5638152.0,5664199.0,5688695.0,78.4,78.8,78.9,79.2,327149000000.0,343584000000.0,352994000000.0,302673000000.0,58507.50805,61191.1937,62548.98473,53254.85637,3804621405.0,3846367301.0,3883910718.0,3919114412.0,7.50755929946899,7.5144248008728,7.5577826499939
171,Denmark,2016,7.64878559112549,5638152.0,5664199.0,5688695.0,5711346.0,78.8,78.9,79.2,79.7,343584000000.0,352994000000.0,302673000000.0,313116000000.0,61191.1937,62548.98473,53254.85637,54663.99837,3846367301.0,3883910718.0,3919114412.0,3956125798.0,7.5144248008728,7.5577826499939,7.59370231628418
172,Denmark,2017,7.69300317764282,5664199.0,5688695.0,5711346.0,5732277.0,78.9,79.2,79.7,80.0,352994000000.0,302673000000.0,313116000000.0,332121000000.0,62548.98473,53254.85637,54663.99837,57610.09818,3883910718.0,3919114412.0,3956125798.0,3990868885.0,7.5577826499939,7.59370231628418,7.64878559112549
173,Denmark,2018,7.5146312713623,5688695.0,5711346.0,5732277.0,5752131.0,79.2,79.7,80.0,81.0,302673000000.0,313116000000.0,332121000000.0,356841000000.0,53254.85637,54663.99837,57610.09818,61591.92887,3919114412.0,3956125798.0,3990868885.0,4025541236.0,7.59370231628418,7.64878559112549,7.69300317764282
174,Denmark,2019,7.61950016021729,5711346.0,5732277.0,5752131.0,5771877.0,79.7,80.0,81.0,84.0,313116000000.0,332121000000.0,356841000000.0,347561000000.0,54663.99837,57610.09818,61591.92887,59775.7351,3956125798.0,3990868885.0,4025541236.0,4056438497.0,7.64878559112549,7.69300317764282,7.5146312713623
175,Denmark,2020,7.63619995117188,5732277.0,5752131.0,5771877.0,5792203.0,80.0,81.0,84.0,86.0,332121000000.0,356841000000.0,347561000000.0,356085000000.0,57610.09818,61591.92887,59775.7351,61063.31643,3990868885.0,4025541236.0,4056438497.0,4082633409.0,7.69300317764282,7.5146312713623,7.61950016021729
176,Dominican Republic,2005,5.08130598068237,,,,9097262.0,,,,72.0,,,,35777570136.0,,,,3932.784407,,,,409162209.0,,,
177,Dominican Republic,2006,4.8423056602478,,,9097262.0,9218681.0,,,72.0,71.2,,,35777570136.0,37879869898.0,,,3932.784407,4109.033591,,,409162209.0,428274141.0,,,5.08130598068237
178,Dominican Republic,2007,5.43161392211914,,9097262.0,9218681.0,9338856.0,,72.0,71.2,71.4,,35777570136.0,37879869898.0,43965420072.0,,3932.784407,4109.033591,4707.795052,,409162209.0,428274141.0,448267071.0,,5.08130598068237,4.8423056602478
179,Dominican Republic,2008,4.73502111434937,9097262.0,9218681.0,9338856.0,9458079.0,72.0,71.2,71.4,73.0,35777570136.0,37879869898.0,43965420072.0,48122547177.0,3932.784407,4109.033591,4707.795052,5087.983213,409162209.0,428274141.0,448267071.0,468598907.0,5.08130598068237,4.8423056602478,5.43161392211914
180,Dominican Republic,2009,5.39653539657593,9218681.0,9338856.0,9458079.0,9576736.0,71.2,71.4,73.0,69.3,37879869898.0,43965420072.0,48122547177.0,48261033298.0,4109.033591,4707.795052,5087.983213,5039.403122,428274141.0,448267071.0,468598907.0,488379573.0,4.8423056602478,5.43161392211914,4.73502111434937
181,Dominican Republic,2010,4.75331115722656,9338856.0,9458079.0,9576736.0,9695117.0,71.4,73.0,69.3,69.7,43965420072.0,48122547177.0,48261033298.0,53860175556.0,4707.795052,5087.983213,5039.403122,5555.392014,448267071.0,468598907.0,488379573.0,508933026.0,5.43161392211914,4.73502111434937,5.39653539657593
182,Dominican Republic,2011,5.01551532745361,9458079.0,9576736.0,9695117.0,9813219.0,73.0,69.3,69.7,72.3,48122547177.0,48261033298.0,53860175556.0,58029750746.0,5087.983213,5039.403122,5555.392014,5913.426649,468598907.0,488379573.0,508933026.0,530250940.0,4.73502111434937,5.39653539657593,4.75331115722656
183,Dominican Republic,2012,5.38733196258545,9576736.0,9695117.0,9813219.0,9930916.0,69.3,69.7,72.3,72.9,48261033298.0,53860175556.0,58029750746.0,60681537196.0,5039.403122,5555.392014,5913.426649,6110.366576,488379573.0,508933026.0,530250940.0,551505694.0,5.39653539657593,4.75331115722656,5.01551532745361
184,Dominican Republic,2013,5.06186246871948,9695117.0,9813219.0,9930916.0,10048226.0,69.7,72.3,72.9,73.3,53860175556.0,58029750746.0,60681537196.0,62682163837.0,5555.392014,5913.426649,6110.366576,6238.132367,508933026.0,530250940.0,551505694.0,572772654.0,4.75331115722656,5.01551532745361,5.38733196258545
185,Dominican Republic,2014,5.23869848251343,9813219.0,9930916.0,10048226.0,10165182.0,72.3,72.9,73.3,73.6,58029750746.0,60681537196.0,62682163837.0,67179914027.0,5913.426649,6110.366576,6238.132367,6608.825501,530250940.0,551505694.0,572772654.0,594573265.0,5.01551532745361,5.38733196258545,5.06186246871948
186,Dominican Republic,2015,5.60520267486572,9930916.0,10048226.0,10165182.0,10281675.0,72.9,73.3,73.6,72.7,60681537196.0,62682163837.0,67179914027.0,71164825257.0,6110.366576,6238.132367,6608.825501,6921.520594,551505694.0,572772654.0,594573265.0,618067854.0,5.38733196258545,5.06186246871948,5.23869848251343
187,Dominican Republic,2016,5.43321561813354,10048226.0,10165182.0,10281675.0,10397738.0,73.3,73.6,72.7,73.1,62682163837.0,67179914027.0,71164825257.0,75704720190.0,6238.132367,6608.825501,6921.520594,7280.88361,572772654.0,594573265.0,618067854.0,642712421.0,5.06186246871948,5.23869848251343,5.60520267486572
188,Dominican Republic,2017,6.00423717498779,10165182.0,10281675.0,10397738.0,10513111.0,73.6,72.7,73.1,72.1,67179914027.0,71164825257.0,75704720190.0,79997975622.0,6608.825501,6921.520594,7280.88361,7609.353275,594573265.0,618067854.0,642712421.0,666729343.0,5.23869848251343,5.60520267486572,5.43321561813354
189,Dominican Republic,2018,5.16840982437134,10281675.0,10397738.0,10513111.0,10627147.0,72.7,73.1,72.1,73.4,71164825257.0,75704720190.0,79997975622.0,85555378043.0,6921.520594,7280.88361,7609.353275,8050.644076,618067854.0,642712421.0,666729343.0,692427431.0,5.60520267486572,5.43321561813354,6.00423717498779
190,Dominican Republic,2019,5.54510021209717,10397738.0,10513111.0,10627147.0,10738957.0,73.1,72.1,73.4,73.6,75704720190.0,79997975622.0,85555378043.0,88941299734.0,7280.88361,7609.353275,8050.644076,8282.117131,642712421.0,666729343.0,692427431.0,719947619.0,5.43321561813354,6.00423717498779,5.16840982437134
191,Dominican Republic,2020,5.7371997833252,10513111.0,10627147.0,10738957.0,10847904.0,72.1,73.4,73.6,73.9,79997975622.0,85555378043.0,88941299734.0,78844702329.0,7609.353275,8050.644076,8282.117131,7268.19691,666729343.0,692427431.0,719947619.0,747716929.0,6.00423717498779,5.16840982437134,5.54510021209717
192,Ecuador,2005,4.99587535858154,,,,13825839.0,,,,72.8,,,,41507085000.0,,,,3002.138604,,,,655957316.0,,,
193,Ecuador,2006,5.29651308059692,,,13825839.0,14059379.0,,,72.8,73.4,,,41507085000.0,46802044000.0,,,3002.138604,3328.884156,,,655957316.0,684851947.0,,,4.99587535858154
194,Ecuador,2007,6.02180337905884,,13825839.0,14059379.0,14296554.0,,72.8,73.4,73.6,,41507085000.0,46802044000.0,51007777000.0,,3002.138604,3328.884156,3567.837186,,655957316.0,684851947.0,718537463.0,,4.99587535858154,5.29651308059692
195,Ecuador,2008,5.83805131912231,13825839.0,14059379.0,14296554.0,14535740.0,72.8,73.4,73.6,74.4,41507085000.0,46802044000.0,51007777000.0,61762635000.0,3002.138604,3328.884156,3567.837186,4249.01897,655957316.0,684851947.0,718537463.0,748110525.0,4.99587535858154,5.29651308059692,6.02180337905884
196,Ecuador,2009,5.79508829116821,14059379.0,14296554.0,14535740.0,14774412.0,73.4,73.6,74.4,74.4,46802044000.0,51007777000.0,61762635000.0,62519686000.0,3328.884156,3567.837186,4249.01897,4231.619235,684851947.0,718537463.0,748110525.0,780613726.0,5.29651308059692,6.02180337905884,5.83805131912231
197,Ecuador,2010,5.96071624755859,14296554.0,14535740.0,14774412.0,15011114.0,73.6,74.4,74.4,74.2,51007777000.0,61762635000.0,62519686000.0,69555367000.0,3567.837186,4249.01897,4231.619235,4633.591284,718537463.0,748110525.0,780613726.0,815439334.0,6.02180337905884,5.83805131912231,5.79508829116821
198,Ecuador,2011,6.01920604705811,14535740.0,14774412.0,15011114.0,15243885.0,74.4,74.4,74.2,74.4,61762635000.0,62519686000.0,69555367000.0,79276664000.0,4249.01897,4231.619235,4633.591284,5200.555108,748110525.0,780613726.0,815439334.0,852837710.0,5.83805131912231,5.79508829116821,5.96071624755859
199,Ecuador,2012,5.94585180282593,14774412.0,15011114.0,15243885.0,15474099.0,74.4,74.2,74.4,74.7,62519686000.0,69555367000.0,79276664000.0,87924544000.0,4231.619235,4633.591284,5200.555108,5682.046108,780613726.0,815439334.0,852837710.0,889991732.0,5.79508829116821,5.96071624755859,6.01920604705811
200,Ecuador,2013,5.96407508850098,15011114.0,15243885.0,15474099.0,15707473.0,74.2,74.4,74.7,74.6,69555367000.0,79276664000.0,87924544000.0,95129659000.0,4633.591284,5200.555108,5682.046108,6056.331213,815439334.0,852837710.0,889991732.0,929354073.0,5.96071624755859,6.01920604705811,5.94585180282593
201,Ecuador,2014,6.11543750762939,15243885.0,15474099.0,15707473.0,15951832.0,74.4,74.7,74.6,75.1,79276664000.0,87924544000.0,95129659000.0,101726000000.0,5200.555108,5682.046108,6056.331213,6377.093929,852837710.0,889991732.0,929354073.0,972561015.0,6.01920604705811,5.94585180282593,5.96407508850098
202,Ecuador,2015,5.83951854705811,15474099.0,15707473.0,15951832.0,16212022.0,74.7,74.6,75.1,75.0,87924544000.0,95129659000.0,101726000000.0,99290381000.0,5682.046108,6056.331213,6377.093929,6124.490887,889991732.0,929354073.0,972561015.0,1013320438.0,5.94585180282593,5.96407508850098,6.11543750762939
203,Ecuador,2016,6.12801027297974,15707473.0,15951832.0,16212022.0,16491116.0,74.6,75.1,75.0,75.3,95129659000.0,101726000000.0,99290381000.0,99937696000.0,6056.331213,6377.093929,6124.490887,6060.092962,929354073.0,972561015.0,1013320438.0,1052824471.0,5.96407508850098,6.11543750762939,5.83951854705811
204,Ecuador,2017,5.80913114547729,15951832.0,16212022.0,16491116.0,16785356.0,75.1,75.0,75.3,75.5,101726000000.0,99290381000.0,99937696000.0,104296000000.0,6377.093929,6124.490887,6060.092962,6213.503127,972561015.0,1013320438.0,1052824471.0,1092100464.0,6.11543750762939,5.83951854705811,6.12801027297974
205,Ecuador,2018,5.35446166992188,16212022.0,16491116.0,16785356.0,17084359.0,75.0,75.3,75.5,76.0,99290381000.0,99937696000.0,104296000000.0,107562000000.0,6124.490887,6060.092962,6213.503127,6295.934662,1013320438.0,1052824471.0,1092100464.0,1130019905.0,5.83951854705811,6.12801027297974,5.80913114547729
206,Ecuador,2019,5.76399993896484,16491116.0,16785356.0,17084359.0,17373657.0,75.3,75.5,76.0,76.0,99937696000.0,104296000000.0,107562000000.0,108108000000.0,6060.092962,6213.503127,6295.934662,6222.524653,1052824471.0,1092100464.0,1130019905.0,1166777625.0,6.12801027297974,5.80913114547729,5.35446166992188
207,Ecuador,2020,5.53329992294312,16785356.0,17084359.0,17373657.0,17643060.0,75.5,76.0,76.0,76.2,104296000000.0,107562000000.0,108108000000.0,99291124000.0,6213.503127,6295.934662,6222.524653,5627.77228,1092100464.0,1130019905.0,1166777625.0,1197709388.0,5.80913114547729,5.35446166992188,5.76399993896484
208,Egypt,2005,5.54051065444946,,,,75523576.0,,,,68.8,,,,89600665557.0,,,,1186.393313,,,,3132480025.0,,,
209,Egypt,2006,4.63174104690552,,,75523576.0,76873670.0,,,68.8,68.6,,,89600665557.0,107426086957.0,,,1186.393313,1397.43669,,,3132480025.0,3308499089.0,,,5.54051065444946
210,Egypt,2007,5.06616449356079,,75523576.0,76873670.0,78232124.0,,68.8,68.6,68.7,,89600665557.0,107426086957.0,130437828371.0,,1186.393313,1397.43669,1667.317998,,3132480025.0,3308499089.0,3494406417.0,,5.54051065444946,4.63174104690552
211,Egypt,2008,4.66891622543335,75523576.0,76873670.0,78232124.0,79636081.0,68.8,68.6,68.7,68.6,89600665557.0,107426086957.0,130437828371.0,162818181818.0,1186.393313,1397.43669,1667.317998,2044.527804,3132480025.0,3308499089.0,3494406417.0,3689170414.0,5.54051065444946,4.63174104690552,5.06616449356079
212,Egypt,2009,4.17415857315063,76873670.0,78232124.0,79636081.0,81134789.0,68.6,68.7,68.6,69.0,107426086957.0,130437828371.0,162818181818.0,189147005445.0,1397.43669,1667.317998,2044.527804,2331.26884,3308499089.0,3494406417.0,3689170414.0,3892340086.0,4.63174104690552,5.06616449356079,4.66891622543335
213,Egypt,2010,4.20415687561035,78232124.0,79636081.0,81134789.0,82761244.0,68.7,68.6,69.0,69.4,130437828371.0,162818181818.0,189147005445.0,218983666062.0,1667.317998,2044.527804,2331.26884,2645.968759,3494406417.0,3689170414.0,3892340086.0,4093181569.0,5.06616449356079,4.66891622543335,4.17415857315063
214,Egypt,2011,3.55852031707764,79636081.0,81134789.0,82761244.0,84529251.0,68.6,69.0,69.4,69.5,162818181818.0,189147005445.0,218983666062.0,235989672978.0,2044.527804,2331.26884,2645.968759,2791.810766,3689170414.0,3892340086.0,4093181569.0,4306208216.0,4.66891622543335,4.17415857315063,4.20415687561035
215,Egypt,2012,4.88507270812988,81134789.0,82761244.0,84529251.0,86422240.0,69.0,69.4,69.5,69.7,189147005445.0,218983666062.0,235989672978.0,279116666667.0,2331.26884,2645.968759,2791.810766,3229.68563,3892340086.0,4093181569.0,4306208216.0,4514926545.0,4.17415857315063,4.20415687561035,3.55852031707764
216,Egypt,2013,4.76253843307495,82761244.0,84529251.0,86422240.0,88404652.0,69.4,69.5,69.7,69.8,218983666062.0,235989672978.0,279116666667.0,288434108527.0,2645.968759,2791.810766,3229.68563,3262.657586,4093181569.0,4306208216.0,4514926545.0,4721875713.0,4.20415687561035,3.55852031707764,4.88507270812988
217,Egypt,2014,4.55674076080322,84529251.0,86422240.0,88404652.0,90424668.0,69.5,69.7,69.8,69.9,235989672978.0,279116666667.0,288434108527.0,305595408895.0,2791.810766,3229.68563,3262.657586,3379.557986,4306208216.0,4514926545.0,4721875713.0,4943543743.0,3.55852031707764,4.88507270812988,4.76253843307495
218,Egypt,2015,3.92934417724609,86422240.0,88404652.0,90424668.0,92442549.0,69.7,69.8,69.9,70.0,279116666667.0,288434108527.0,305595408895.0,329366576819.0,3229.68563,3262.657586,3379.557986,3562.932658,4514926545.0,4721875713.0,4943543743.0,5162711129.0,4.88507270812988,4.76253843307495,4.55674076080322
219,Egypt,2016,4.00545072555542,88404652.0,90424668.0,92442549.0,94447071.0,69.8,69.9,70.0,74.0,288434108527.0,305595408895.0,329366576819.0,332441717791.0,3262.657586,3379.557986,3562.932658,3519.87324,4721875713.0,4943543743.0,5162711129.0,5396833763.0,4.76253843307495,4.55674076080322,3.92934417724609
220,Egypt,2017,4.32783174514771,90424668.0,92442549.0,94447071.0,96442590.0,69.9,70.0,74.0,72.0,305595408895.0,329366576819.0,332441717791.0,235733695652.0,3379.557986,3562.932658,3519.87324,2444.290387,4943543743.0,5162711129.0,5396833763.0,5647438524.0,4.55674076080322,3.92934417724609,4.00545072555542
221,Egypt,2018,4.47239685058594,92442549.0,94447071.0,96442590.0,98423602.0,70.0,74.0,72.0,79.0,329366576819.0,332441717791.0,235733695652.0,249712999437.0,3562.932658,3519.87324,2444.290387,2537.125185,5162711129.0,5396833763.0,5647438524.0,5875159991.0,3.92934417724609,4.00545072555542,4.32783174514771
222,Egypt,2019,4.2827000617981,94447071.0,96442590.0,98423602.0,100388076.0,74.0,72.0,79.0,78.0,332441717791.0,235733695652.0,249712999437.0,303080865604.0,3519.87324,2444.290387,2537.125185,3019.092283,5396833763.0,5647438524.0,5875159991.0,6101041543.0,4.00545072555542,4.32783174514771,4.47239685058594
223,Egypt,2020,4.28770017623901,96442590.0,98423602.0,100388076.0,102334403.0,72.0,79.0,78.0,79.0,235733695652.0,249712999437.0,303080865604.0,363069245165.0,2444.290387,2537.125185,3019.092283,3547.870848,5647438524.0,5875159991.0,6101041543.0,6314498289.0,4.32783174514771,4.47239685058594,4.2827000617981
224,El Salvador,2005,5.29553508758545,,,,6052124.0,,,,69.0,,,,14698000000.0,,,,2428.568879,,,,135369005.0,,,
225,El Salvador,2006,5.19149398803711,,,6052124.0,6079395.0,,,69.0,68.9,,,14698000000.0,15999890000.0,,,2428.568879,2631.822739,,,135369005.0,142086817.0,,,5.29553508758545
226,El Salvador,2007,6.83908700942993,,6052124.0,6079395.0,6105810.0,,69.0,68.9,73.0,,14698000000.0,15999890000.0,17011750000.0,,2428.568879,2631.822739,2786.157774,,135369005.0,142086817.0,148932397.0,,5.29553508758545,5.19149398803711
227,El Salvador,2008,6.73991107940674,6052124.0,6079395.0,6105810.0,6131767.0,69.0,68.9,73.0,69.9,14698000000.0,15999890000.0,17011750000.0,17986890000.0,2428.568879,2631.822739,2786.157774,2933.39424,135369005.0,142086817.0,148932397.0,155337114.0,5.29553508758545,5.19149398803711,6.83908700942993
228,El Salvador,2009,4.74129486083984,6079395.0,6105810.0,6131767.0,6157678.0,68.9,73.0,69.9,70.0,15999890000.0,17011750000.0,17986890000.0,17601620000.0,2631.822739,2786.157774,2933.39424,2858.483344,142086817.0,148932397.0,155337114.0,161649573.0,5.19149398803711,6.83908700942993,6.73991107940674
229,El Salvador,2010,5.93437147140503,6105810.0,6131767.0,6157678.0,6183877.0,73.0,69.9,70.0,71.0,17011750000.0,17986890000.0,17601620000.0,18447920000.0,2786.157774,2933.39424,2858.483344,2983.228806,148932397.0,155337114.0,161649573.0,167968202.0,6.83908700942993,6.73991107940674,4.74129486083984
230,El Salvador,2011,6.32506322860718,6131767.0,6157678.0,6183877.0,6210567.0,69.9,70.0,71.0,75.0,17986890000.0,17601620000.0,18447920000.0,20283780000.0,2933.39424,2858.483344,2983.228806,3266.010978,155337114.0,161649573.0,167968202.0,174467607.0,6.73991107940674,4.74129486083984,5.93437147140503
231,El Salvador,2012,5.85652351379395,6157678.0,6183877.0,6210567.0,6237922.0,70.0,71.0,75.0,71.2,17601620000.0,18447920000.0,20283780000.0,21386150000.0,2858.483344,2983.228806,3266.010978,3428.409332,161649573.0,167968202.0,174467607.0,180939489.0,4.74129486083984,5.93437147140503,6.32506322860718
232,El Salvador,2013,6.01849603652954,6183877.0,6210567.0,6237922.0,6266076.0,71.0,75.0,71.2,71.7,18447920000.0,20283780000.0,21386150000.0,21990960000.0,2983.228806,3266.010978,3428.409332,3509.526536,167968202.0,174467607.0,180939489.0,187033961.0,5.93437147140503,6.32506322860718,5.85652351379395
233,El Salvador,2014,6.13982486724854,6210567.0,6237922.0,6266076.0,6295124.0,75.0,71.2,71.7,71.4,20283780000.0,21386150000.0,21990960000.0,22593470000.0,3266.010978,3428.409332,3509.526536,3589.042885,174467607.0,180939489.0,187033961.0,193185116.0,6.32506322860718,5.85652351379395,6.01849603652954
234,El Salvador,2015,6.33931827545166,6237922.0,6266076.0,6295124.0,6325121.0,71.2,71.7,71.4,72.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,3428.409332,3509.526536,3589.042885,3705.579704,180939489.0,187033961.0,193185116.0,199860431.0,5.85652351379395,6.01849603652954,6.13982486724854
235,El Salvador,2016,6.2411994934082,6266076.0,6295124.0,6325121.0,6356137.0,71.7,71.4,72.0,72.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,3509.526536,3589.042885,3705.579704,3805.995686,187033961.0,193185116.0,199860431.0,206506226.0,6.01849603652954,6.13982486724854,6.33931827545166
236,El Salvador,2017,6.45482063293457,6295124.0,6325121.0,6356137.0,6388124.0,71.4,72.0,72.0,73.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,3589.042885,3705.579704,3805.995686,3910.254403,193185116.0,199860431.0,206506226.0,212522043.0,6.13982486724854,6.33931827545166,6.2411994934082
237,El Salvador,2018,5.46192693710327,6325121.0,6356137.0,6388124.0,6420740.0,72.0,72.0,73.0,73.0,23438240000.0,24191430000.0,24979190000.0,26020850000.0,3705.579704,3805.995686,3910.254403,4052.624775,199860431.0,206506226.0,212522043.0,218893254.0,6.33931827545166,6.2411994934082,6.45482063293457
238,El Salvador,2019,6.0605001449585,6356137.0,6388124.0,6420740.0,6453550.0,72.0,73.0,73.0,73.3,24191430000.0,24979190000.0,26020850000.0,26896660000.0,3805.995686,3910.254403,4052.624775,4167.730939,206506226.0,212522043.0,218893254.0,225745929.0,6.2411994934082,6.45482063293457,5.46192693710327
239,El Salvador,2020,6.11999988555908,6388124.0,6420740.0,6453550.0,6486201.0,73.0,73.0,73.3,73.5,24979190000.0,26020850000.0,26896660000.0,24638720000.0,3910.254403,4052.624775,4167.730939,3798.636521,212522043.0,218893254.0,225745929.0,231869645.0,6.45482063293457,5.46192693710327,6.0605001449585
240,Georgia,2005,3.70719456672668,,,,4210158.0,,,,71.8,,,,6410823633.0,,,,1642.760938,,,,535721189.0,,,
241,Georgia,2006,4.156090259552,,,4210158.0,4189721.0,,,71.8,73.0,,,6410823633.0,7745394293.0,,,1642.760938,1996.057129,,,535721189.0,541817901.0,,,3.70719456672668
242,Georgia,2007,3.80063915252686,,4210158.0,4189721.0,4166859.0,,71.8,73.0,71.7,,6410823633.0,7745394293.0,10172882371.0,,1642.760938,1996.057129,2635.353882,,535721189.0,541817901.0,548183252.0,,3.70719456672668,4.156090259552
243,Georgia,2008,4.10183715820312,4210158.0,4189721.0,4166859.0,4142648.0,71.8,73.0,71.7,72.7,6410823633.0,7745394293.0,10172882371.0,12795076469.0,1642.760938,1996.057129,2635.353882,3324.735879,535721189.0,541817901.0,548183252.0,553492059.0,3.70719456672668,4.156090259552,3.80063915252686
244,Georgia,2009,4.20303058624268,4189721.0,4166859.0,4142648.0,4119490.0,73.0,71.7,72.7,72.3,7745394293.0,10172882371.0,12795076469.0,10766836277.0,1996.057129,2635.353882,3324.735879,2822.66743,541817901.0,548183252.0,553492059.0,559627685.0,4.156090259552,3.80063915252686,4.10183715820312
245,Georgia,2010,4.25444555282593,4166859.0,4142648.0,4119490.0,4099095.0,71.7,72.7,72.3,73.9,10172882371.0,12795076469.0,10766836277.0,12243505583.0,2635.353882,3324.735879,2822.66743,3233.295943,548183252.0,553492059.0,559627685.0,565835728.0,3.80063915252686,4.10183715820312,4.20303058624268
246,Georgia,2011,4.34892082214355,4142648.0,4119490.0,4099095.0,4081012.0,72.7,72.3,73.9,73.9,12795076469.0,10766836277.0,12243505583.0,15107441447.0,3324.735879,2822.66743,3233.295943,4021.743306,553492059.0,559627685.0,565835728.0,573640254.0,4.10183715820312,4.20303058624268,4.25444555282593
247,Georgia,2012,4.28750801086426,4119490.0,4099095.0,4081012.0,4064097.0,72.3,73.9,73.9,74.4,10766836277.0,12243505583.0,15107441447.0,16488403076.0,2822.66743,3233.295943,4021.743306,4421.818242,559627685.0,565835728.0,573640254.0,581892065.0,4.20303058624268,4.25444555282593,4.34892082214355
248,Georgia,2013,4.12194061279297,4099095.0,4081012.0,4064097.0,4048701.0,73.9,73.9,74.4,73.9,12243505583.0,15107441447.0,16488403076.0,17189551521.0,3233.295943,4021.743306,4421.818242,4623.745725,565835728.0,573640254.0,581892065.0,589901363.0,4.25444555282593,4.34892082214355,4.28750801086426
249,Georgia,2014,4.44838619232178,4081012.0,4064097.0,4048701.0,4035310.0,73.9,74.4,73.9,73.2,15107441447.0,16488403076.0,17189551521.0,17627003455.0,4021.743306,4421.818242,4623.745725,4739.188338,573640254.0,581892065.0,589901363.0,598835761.0,4.34892082214355,4.28750801086426,4.12194061279297
250,Georgia,2015,4.45077466964722,4064097.0,4048701.0,4035310.0,4024180.0,74.4,73.9,73.2,73.8,16488403076.0,17189551521.0,17627003455.0,14953950557.0,4421.818242,4623.745725,4739.188338,4014.185944,581892065.0,589901363.0,598835761.0,608582745.0,4.28750801086426,4.12194061279297,4.44838619232178
251,Georgia,2016,4.65909719467163,4048701.0,4035310.0,4024180.0,4015457.0,73.9,73.2,73.8,73.9,17189551521.0,17627003455.0,14953950557.0,15141758567.0,4623.745725,4739.188338,4014.185944,4062.169888,589901363.0,598835761.0,608582745.0,618648980.0,4.12194061279297,4.44838619232178,4.45077466964722
252,Georgia,2017,4.89183568954468,4035310.0,4024180.0,4015457.0,4008723.0,73.2,73.8,73.9,74.2,17627003455.0,14953950557.0,15141758567.0,16242916916.0,4739.188338,4014.185944,4062.169888,4357.000936,598835761.0,608582745.0,618648980.0,628828522.0,4.44838619232178,4.45077466964722,4.65909719467163
253,Georgia,2018,5.12314319610596,4024180.0,4015457.0,4008723.0,4002946.0,73.8,73.9,74.2,74.5,14953950557.0,15141758567.0,16242916916.0,17596922470.0,4014.185944,4062.169888,4357.000936,4722.042423,608582745.0,618648980.0,628828522.0,638933094.0,4.45077466964722,4.65909719467163,4.89183568954468
